"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"x124418689","x1237394699985375235",2020-03-10 15:07:40,"europechris","Why are people so reluctant to call loudly for #ReleaseTheRussiaReport?
Might it be that it would bring the whole #Brexit house of cards crashing to the ground?
And they think they are ‘comfy’ where they are and unable to admit their error?","Twitter Web App",140,,,,FALSE,TRUE,0,197,,,"ReleaseTheRussiaReport Brexit",,,,,,,,,,,,,"x745611048493977601","ajmpolite","en",,,,,,,,,,,,,,,,"x1237273718445006848","Why are people so reluctant to call loudly for #ReleaseTheRussiaReport?
Might it be that it would bring the whole #Brexit house of cards crashing to the ground?
And they think they are ‘comfy’ where they are and unable to admit their error?",2020-03-10 07:06:56,"Twitter for iPad",301,197,"x745611048493977601","ajmpolite","Ajmpol❄️ #FBPE 🇬🇧🇪🇺 🐟 #TruthSeeker",13261,12983,44730,"Europe (including UK)","Apoplectic, incandescent, fuming, miffed but hopeful patriot. Brit living the European Dream for 40 years - now they want to spoil it. Play guitar 4 our cats.",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/europechris/status/1237394699985375235","Chris","","Rejoined Labour to help make Labour electable again. Blairite and not a fan of Corbyn or the Tories. Remain Supporter. #FBPE",,FALSE,2549,2583,25,42490,16140,2010-03-19 10:08:10,FALSE,,,,,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1222263501382569984/kX67QGiO_normal.png"
"x3068087339","x1237394660009467905",2020-03-10 15:07:31,"Downtwisted","Quick reminder that we have actual documentary evidence that the atrocious @Nigel_Farage once marched through a Sussex village late at night, belting out Hitler Youth songs. ⬇️ 😐 Helps explain #Brexit... 😖✊🇪🇺 #resist #StopFascism #ToriesOut #FarageOut https://t.co/dXNUv9wa4d","Twitter for Android",140,,,,FALSE,TRUE,0,154,,,,,,,,,,,,,,,,"x76401350 x19017675","paddydocherty Nigel_Farage","en",,,,,,,,,,,,,,,,"x1237352062259810304","Quick reminder that we have actual documentary evidence that the atrocious @Nigel_Farage once marched through a Sussex village late at night, belting out Hitler Youth songs. ⬇️ 😐 Helps explain #Brexit... 😖✊🇪🇺 #resist #StopFascism #ToriesOut #FarageOut https://t.co/dXNUv9wa4d",2020-03-10 12:18:15,"Twitter for iPhone",202,154,"x76401350","paddydocherty","Paddy Docherty",4628,674,65416,"London","Historian of empire & anticolonial resistance Represented by Charles Walker at United Agents: cwalker@unitedagents.co.uk • Alba gu Bràth 🇪🇺🏴󠁧󠁢󠁳󠁣󠁴󠁿🇮🇪",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Downtwisted/status/1237394660009467905","🕯⚫ Dσɯɳƚɯιʂƚҽԃ Ļί乙 🥀🥺","Shithole of Europe UnUK  ","100% Northern 😠📣 My opinions are *not* always factual 🤷‍♀
🏆 🇬🇧 Chapter President of the BZ Fan Club 😎
Ubiquitously Unique 🙄 Anything but Ordinary🥀","https://t.co/Cccum51HUZ",FALSE,1349,1124,11,74699,97283,2015-03-03 16:09:53,FALSE,"https://t.co/Cccum51HUZ","http://www.reverbnation.com/billzucker",,"https://pbs.twimg.com/profile_banners/3068087339/1574372352","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1234338485542248450/7EKv4Wbo_normal.jpg"
"x16242757","x1237394625456820226",2020-03-10 15:07:23,"SamJaneMorris","‘The country is heading towards a cliff edge #brexit, where we are in serious danger of being forced to sign a toxic trade deal with Trump on the worst terms possible.’ Who’d have thought we had so few trade experts? 🙄 Me in @HuffPost today. https://t.co/jHBzw5Ea3X","Twitter Web App",140,,,,FALSE,TRUE,0,19,,,"brexit",,,,,,,,,,,,,"x306756011","nickdearden75","en",,,,,,,,,,,,,,,,"x1237322215005315072","‘The country is heading towards a cliff edge #brexit, where we are in serious danger of being forced to sign a toxic trade deal with Trump on the worst terms possible.’ Who’d have thought we had so few trade experts? 🙄 Me in @HuffPost today. https://t.co/jHBzw5Ea3X",2020-03-10 10:19:39,"Twitter for iPhone",17,19,"x306756011","nickdearden75","Nick Dearden",8837,5300,18639,"London ","A man who stands for nothing will fall for anything.",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/SamJaneMorris/status/1237394625456820226","ʂąɱʝąŋɛცąɬʂɬơŋɛ 🇪🇺🏴󠁧󠁢󠁷󠁬󠁳󠁿🕷","Europe","Marketer, History, Science, Digital, Humanist, Gardener, Eldritch, caravaner Not all those who wander are lost #marketing #equalityforall #IamEuropean #rejoiner",,FALSE,1824,2837,295,38160,18355,2008-09-11 16:11:00,FALSE,,,,"https://pbs.twimg.com/profile_banners/16242757/1546851889","http://abs.twimg.com/images/themes/theme3/bg.gif","http://pbs.twimg.com/profile_images/808603346156265472/9QhoEOH3_normal.jpg"
"x45795865","x1237394616485171202",2020-03-10 15:07:20,"michaeltinmouth","🚨✈️✈️✈️💥💥💥🚨
EXCORIATING OpEd from ⁦@PauleverittADS⁩ on ⁦⁦@grantshapps⁩ decision not to seek assoc membership of EU air safety body EASA after #brexit - says govt is ideological and not listening. 🔥🔥🔥1/thread 

 https://t.co/S1Z8Ui5ar7","Twitter for iPhone",140,,,,FALSE,TRUE,0,212,,,,,,,,,,,,,,,,"x23563830 x1092005779 x14104027","pmdfoster PauleverittADS grantshapps","en",,,,,,,,,,,,,,,,"x1237329313244098560","🚨✈️✈️✈️💥💥💥🚨
EXCORIATING OpEd from ⁦@PauleverittADS⁩ on ⁦⁦@grantshapps⁩ decision not to seek assoc membership of EU air safety body EASA after #brexit - says govt is ideological and not listening. 🔥🔥🔥1/thread 

 https://t.co/S1Z8Ui5ar7",2020-03-10 10:47:51,"Twitter for iPhone",321,212,"x23563830","pmdfoster","Peter Foster",61824,3345,27866,"London, England","Europe Editor of the Daily Telegraph. Soon to join Financial Times. Formerly Washington DC, Beijing and New Delhi. Opinions my own.",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/michaeltinmouth/status/1237394616485171202","Mike Tinmouth","London","Adventure seeker. Tweeting tech, travel, cats, politics and history. Opinions my own.",,FALSE,18299,10131,472,18971,37594,2009-06-09 08:33:17,FALSE,,,,"https://pbs.twimg.com/profile_banners/45795865/1567497375","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1123294514725171200/z4Yybq87_normal.jpg"
"x126616767","x1237394540689887232",2020-03-10 15:07:02,"penn48","@david_colquhoun @SamInFleet @JoRichardsKent Has #BorisJohnson thought this through? With mass mortality of older people, he could be wiping out support for his #Government, to say nothing of #Brexit! 🤫🤔","Twitter for Android",158,"x1237094881635508225","x19676294","david_colquhoun",FALSE,FALSE,0,0,,,"BorisJohnson Government Brexit",,,,,,,,,,,,,"x19676294 x828623376864378883 x419927046","david_colquhoun SamInFleet JoRichardsKent","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/penn48/status/1237394540689887232","Penn48 🌏🇪🇺🇬🇧#FBPE #ProEU","","Interests:  All things thought-provoking, amusing, stimulating to the senses...or crying out for change...",,FALSE,471,726,11,34458,41451,2010-03-26 12:53:12,FALSE,,,,,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/990411553/IMG00011-20100614-2208_normal.jpg"
"x2885775093","x1237394540085968896",2020-03-10 15:07:02,"europlias","I miss #Brexit #COVID2019uk","Twitter for Android",27,,,,FALSE,FALSE,0,0,,,"Brexit COVID2019uk",,,,,,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/europlias/status/1237394540085968896","european liberal","Dublin Ireland","Pro European and socially liberal. Looking to connect with other people who share similar political views to myself..and also like cats :)",,FALSE,97,95,9,4122,782,2014-11-20 16:39:26,FALSE,,,,"https://pbs.twimg.com/profile_banners/2885775093/1495027084","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1000347927284416514/CdA1FYe8_normal.jpg"
"x1086091739256049664","x1237394489305526277",2020-03-10 15:06:50,"west10london","#Brexit is it worth it?
NO IT BLOODY ISN'T! 😠🤬
#ThankBrexitForNothing 
What a ridiculous price to pay for our ""pride"" and national ego! https://t.co/H7M3stJo1B","Twitter for Android",140,,,,FALSE,TRUE,0,16,,,"Brexit ThankBrexitForNothing",,,,,,,,,,,,,"x722194882417336320","MadeleinaKay","en",,,,,,,,,,,,,,,,"x1237150976148209664","#Brexit is it worth it?
NO IT BLOODY ISN'T! 😠🤬
#ThankBrexitForNothing 
What a ridiculous price to pay for our ""pride"" and national ego! https://t.co/H7M3stJo1B",2020-03-09 22:59:12,"Twitter Web App",71,16,"x722194882417336320","MadeleinaKay","Madeleina Kay 🦋🌠",31157,11044,36724,"Sheffield, England","'Jeanne d'Arc of Post-Modernism' 👩🏼‍🎨 Artist & Musician 🎨🎤📚 Young European of the Year 2018 AKA #EUsupergirl 🇪🇺",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/west10london/status/1237394489305526277","🕯️🇬🇧 Progressives Unite #FBPE🇪🇺🕯️","London, England, last century","🕯️Shut your eyes and see.🕯️","https://t.co/ZvWUkNqVcD",FALSE,574,793,2,11264,8760,2019-01-18 02:43:44,FALSE,"https://t.co/ZvWUkNqVcD","http://tbc.co.uk",,"https://pbs.twimg.com/profile_banners/1086091739256049664/1580549043",,"http://pbs.twimg.com/profile_images/1203255683552096256/OtO7MTfS_normal.jpg"
"x248905682","x1237394432984412160",2020-03-10 15:06:37,"FranchiSeedsUK","And of course you can use the #dailymail as toilet paper
#coronavirus #Brexit https://t.co/NSWWh6zYpl","Twitter Web App",77,,,,TRUE,FALSE,2,0,,,"dailymail coronavirus Brexit",,"twitter.com/MailOnline/sta…","https://t.co/NSWWh6zYpl","https://twitter.com/MailOnline/status/1237393041096208390",,,,,,,,,,,"en","x1237393041096208390","Plant experts list three types of LEAVES you can use 'instead of toilet paper' https://t.co/T8pFGgjMKZ",2020-03-10 15:01:05,"SocialFlow",19,9,"x15438913","MailOnline","Daily Mail Online",2467330,2316,305979,"","For the latest updates on breaking news visit our website https://t.co/5os3efxRyQ #seriouslypopular",TRUE,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/FranchiSeedsUK/status/1237394432984412160","Seeds of Italy-Paolo #FBPE","Harrow London UK","Franchi seeds 1783, #Biodiversity campaigner, Author, speaker, Classics at the Villa organiser, LD Candidate, 
Slow Food UK 'Person of the year 2019' My views🔸","https://t.co/9JLKhIxdkY",FALSE,8545,9402,172,28535,19719,2011-02-07 23:44:34,FALSE,"https://t.co/9JLKhIxdkY","http://www.seedsofitaly.com",,"https://pbs.twimg.com/profile_banners/248905682/1448924729","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/983493270335614976/WQ-RhqQK_normal.jpg"
"x2180932376","x1237394431495401473",2020-03-10 15:06:36,"Brown24thomas","It is quite concerning that politicians, and some members of the media and public, were quite willing to give up the independence and sovereignty of the UK in order to keep funding an ideology. Even more worrying that they still lurk amongst us. Thank goodness for #Brexit 🇬🇧","Twitter for Android",140,,,,FALSE,TRUE,0,5,,,,,,,,,,,,,,,,"x4894789000","CrusadeFan","en",,,,,,,,,,,,,,,,"x1237387971407400966","It is quite concerning that politicians, and some members of the media and public, were quite willing to give up the independence and sovereignty of the UK in order to keep funding an ideology. Even more worrying that they still lurk amongst us. Thank goodness for #Brexit 🇬🇧",2020-03-10 14:40:56,"Twitter Web App",8,5,"x4894789000","CrusadeFan","Crusade Fan ( #IStandWithPriti )",7573,6545,3463,"Tyrannical Conservative North","If you don't support the UK, what are you doing here? #wonderfulbrexit",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Brown24thomas/status/1237394431495401473","thomas brown","EAST BELFAST","LOVE WEST HAM, RANGERS AND THE SUPER GLENS",,FALSE,1080,1296,34,53297,35478,2013-11-07 22:04:19,FALSE,,,,"https://pbs.twimg.com/profile_banners/2180932376/1467618504","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/950808990203695104/HZ9GtA3H_normal.jpg"
"x1126151856835768321","x1237394422091767809",2020-03-10 15:06:34,"CarolCu62272565","Contrary to popular belief, our NHS is not the best in Europe. On most things, it's not even close to the best. But that isn't the fault of the NHS. No! It's the fault of a decade of  Tory underfunding. And #Brexit will only make things worse! #ToryLies #ToryBrexit","Twitter for iPhone",140,,,,FALSE,TRUE,0,36,,,,,,,,,,,,,,,,"x2783875490","derekjames150","en",,,,,,,,,,,,,,,,"x1237374670837604352","Contrary to popular belief, our NHS is not the best in Europe. On most things, it's not even close to the best. But that isn't the fault of the NHS. No! It's the fault of a decade of  Tory underfunding. And #Brexit will only make things worse! #ToryLies #ToryBrexit",2020-03-10 13:48:05,"Twitter for Android",121,36,"x2783875490","derekjames150","Derek James 🇪🇺#ProEU #RejoinEU #IAmEuropean",24649,3788,14953,"EU Citizen","Political commentator. Student of life. Holding politicians to account for the reckless decision to leave the EU. All opinions my own.🕷️#TheTruthMatters",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/CarolCu62272565/status/1237394422091767809","Carol Curtis","","Grumpy old woman!",,FALSE,288,253,2,16724,32154,2019-05-08 15:48:20,FALSE,,,,,,"http://pbs.twimg.com/profile_images/1159146281509502976/60UIVZ-L_normal.jpg"
"x830808076756328448","x1237394358069907461",2020-03-10 15:06:19,"chrisgreybrexit","‘The country is heading towards a cliff edge #brexit, where we are in serious danger of being forced to sign a toxic trade deal with Trump on the worst terms possible.’ Who’d have thought we had so few trade experts? 🙄 Me in @HuffPost today. https://t.co/jHBzw5Ea3X","Twitter Web App",140,,,,FALSE,TRUE,0,19,,,"brexit",,,,,,,,,,,,,"x306756011","nickdearden75","en",,,,,,,,,,,,,,,,"x1237322215005315072","‘The country is heading towards a cliff edge #brexit, where we are in serious danger of being forced to sign a toxic trade deal with Trump on the worst terms possible.’ Who’d have thought we had so few trade experts? 🙄 Me in @HuffPost today. https://t.co/jHBzw5Ea3X",2020-03-10 10:19:39,"Twitter for iPhone",17,19,"x306756011","nickdearden75","Nick Dearden",8837,5300,18639,"London ","A man who stands for nothing will fall for anything.",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/chrisgreybrexit/status/1237394358069907461","Chris Grey","United Kingdom","Professor of Organization Studies @RoyalHolloway, previously Prof @Warwickuni & @Cambridge_Uni. FAcSS. Blog/tweet quality news & analysis of Brexit. Views mine.","https://t.co/jZlxC3Gii7",FALSE,39505,852,549,12766,10213,2017-02-12 15:57:36,FALSE,"https://t.co/jZlxC3Gii7","http://chrisgreybrexitblog.blogspot.com/",,"https://pbs.twimg.com/profile_banners/830808076756328448/1487274114","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/839798489257226242/VzRXRtXi_normal.jpg"
"x830808076756328448","x1237393333304979458",2020-03-10 15:02:14,"chrisgreybrexit","🚨✈️✈️✈️💥💥💥🚨
EXCORIATING OpEd from ⁦@PauleverittADS⁩ on ⁦⁦@grantshapps⁩ decision not to seek assoc membership of EU air safety body EASA after #brexit - says govt is ideological and not listening. 🔥🔥🔥1/thread 

 https://t.co/S1Z8Ui5ar7","Twitter Web App",140,,,,FALSE,TRUE,0,212,,,,,,,,,,,,,,,,"x23563830 x1092005779 x14104027","pmdfoster PauleverittADS grantshapps","en",,,,,,,,,,,,,,,,"x1237329313244098560","🚨✈️✈️✈️💥💥💥🚨
EXCORIATING OpEd from ⁦@PauleverittADS⁩ on ⁦⁦@grantshapps⁩ decision not to seek assoc membership of EU air safety body EASA after #brexit - says govt is ideological and not listening. 🔥🔥🔥1/thread 

 https://t.co/S1Z8Ui5ar7",2020-03-10 10:47:51,"Twitter for iPhone",321,212,"x23563830","pmdfoster","Peter Foster",61824,3345,27866,"London, England","Europe Editor of the Daily Telegraph. Soon to join Financial Times. Formerly Washington DC, Beijing and New Delhi. Opinions my own.",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/chrisgreybrexit/status/1237393333304979458","Chris Grey","United Kingdom","Professor of Organization Studies @RoyalHolloway, previously Prof @Warwickuni & @Cambridge_Uni. FAcSS. Blog/tweet quality news & analysis of Brexit. Views mine.","https://t.co/jZlxC3Gii7",FALSE,39505,852,549,12766,10213,2017-02-12 15:57:36,FALSE,"https://t.co/jZlxC3Gii7","http://chrisgreybrexitblog.blogspot.com/",,"https://pbs.twimg.com/profile_banners/830808076756328448/1487274114","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/839798489257226242/VzRXRtXi_normal.jpg"
"x987941017","x1237394166646050820",2020-03-10 15:05:33,"emtee2355","#Polexit #Frexit #Grexit #Spexit #Swexit #Finexit #nexit #irexit #italexit #brexit #EndTheEU #Bexit #Daxit #Dexit #Italyexit #luxit #Spaxit #eusucks #globalism #ngo #seawatch #eurpeanunion #stopinvasione 
#endeu #stopislam https://t.co/QX7jiGY8tX","Twitter for iPad",140,,,,FALSE,TRUE,0,12,,,"Polexit Frexit Grexit Spexit Swexit Finexit nexit irexit italexit brexit EndTheEU Bexit Daxit Dexit",,,,,,,,,,,,,"x36858096","MariaMMcGowan","und",,,,,,,,,,,,,,,,"x1237380802582843393","#Polexit #Frexit #Grexit #Spexit #Swexit #Finexit #nexit #irexit #italexit #brexit #EndTheEU #Bexit #Daxit #Dexit #Italyexit #luxit #Spaxit #eusucks #globalism #ngo #seawatch #eurpeanunion #stopinvasione 
#endeu #stopislam https://t.co/QX7jiGY8tX",2020-03-10 14:12:27,"Twitter for iPhone",3,12,"x36858096","MariaMMcGowan","Maria McGowan",1457,2554,17909,"United States","just the facts please! violence is never the answer. it’s ok to protect your culture. Globalism sucks. 🇮🇹🇮🇪🇺🇸☮️Q✝️ #freethinker #ilovesalvini",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/emtee2355/status/1237394166646050820","Mary T Scott (K) 🛡⚔️✝️🇺🇸❤️ (⭐️⭐️⭐️)","","I’m a believer & follower of Jesus Christ. A Temple clearing rip it to real truth follower. #CCOT #BendedKnee #RoyalGuard #Pray 🚫TRAINS🚫#INFJ-A",,FALSE,21956,21739,6,253357,149147,2012-12-04 03:22:07,FALSE,,,,"https://pbs.twimg.com/profile_banners/987941017/1570719757","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1072144877125799936/xHBefTf8_normal.jpg"
"x1191310926080872449","x1237394032881356800",2020-03-10 15:05:01,"Brexit4Business","Need advice on your business imports and exports? Our Import and Export workshop contains all the information you need to Brexit-proof your trade. Sign up for our next one at Cambridge's Allia Future Business Centre, 9.30am on 18th March: https://t.co/Add5X7nPFE #Brexit #trade https://t.co/VdLplRbHSO","Buffer",277,,,,FALSE,FALSE,0,0,,,"Brexit trade",,"buff.ly/2VP112z","https://t.co/Add5X7nPFE","https://buff.ly/2VP112z","http://pbs.twimg.com/media/ESwbULbUUAAwZnQ.jpg","https://t.co/VdLplRbHSO","https://twitter.com/Brexit4Business/status/1237394032881356800/photo/1","photo","http://pbs.twimg.com/media/ESwbULbUUAAwZnQ.jpg","https://t.co/VdLplRbHSO","https://twitter.com/Brexit4Business/status/1237394032881356800/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Brexit4Business/status/1237394032881356800","Brexit4Business","","","https://t.co/cJPAGpHJGA",FALSE,79,1390,0,108,1,2019-11-04 11:07:45,FALSE,"https://t.co/cJPAGpHJGA","https://www.brexit4business.co.uk/",,"https://pbs.twimg.com/profile_banners/1191310926080872449/1572872737",,"http://pbs.twimg.com/profile_images/1191339243479719938/RwVp5iq0_normal.png"
"x14535500","x1237394026405359618",2020-03-10 15:05:00,"richardjbellamy","🚨✈️✈️✈️💥💥💥🚨
EXCORIATING OpEd from ⁦@PauleverittADS⁩ on ⁦⁦@grantshapps⁩ decision not to seek assoc membership of EU air safety body EASA after #brexit - says govt is ideological and not listening. 🔥🔥🔥1/thread 

 https://t.co/S1Z8Ui5ar7","Twitter Web App",140,,,,FALSE,TRUE,0,212,,,,,,,,,,,,,,,,"x23563830 x1092005779 x14104027","pmdfoster PauleverittADS grantshapps","en",,,,,,,,,,,,,,,,"x1237329313244098560","🚨✈️✈️✈️💥💥💥🚨
EXCORIATING OpEd from ⁦@PauleverittADS⁩ on ⁦⁦@grantshapps⁩ decision not to seek assoc membership of EU air safety body EASA after #brexit - says govt is ideological and not listening. 🔥🔥🔥1/thread 

 https://t.co/S1Z8Ui5ar7",2020-03-10 10:47:51,"Twitter for iPhone",321,212,"x23563830","pmdfoster","Peter Foster",61824,3345,27866,"London, England","Europe Editor of the Daily Telegraph. Soon to join Financial Times. Formerly Washington DC, Beijing and New Delhi. Opinions my own.",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/richardjbellamy/status/1237394026405359618","Richard Bellamy #resist","Behind you","Clinically depressed Windows guy. I work on MS products and wife has MS. Is that irony, I have no idea. Raising Multiple Sclerosis awareness. #fbir #fbpe","https://t.co/6XgSgzf31F",FALSE,3520,5000,5,64591,106500,2008-04-25 22:12:50,FALSE,"https://t.co/6XgSgzf31F","http://backoffice.org.uk",,"https://pbs.twimg.com/profile_banners/14535500/1571440103","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/398631023/5450_137765268040_602363040_2532550_6965725_n_normal.jpg"
"x366992116","x1237394017689600001",2020-03-10 15:04:58,"Louiseh76","Why are people so reluctant to call loudly for #ReleaseTheRussiaReport?
Might it be that it would bring the whole #Brexit house of cards crashing to the ground?
And they think they are ‘comfy’ where they are and unable to admit their error?","Twitter for iPhone",140,,,,FALSE,TRUE,0,197,,,"ReleaseTheRussiaReport Brexit",,,,,,,,,,,,,"x745611048493977601","ajmpolite","en",,,,,,,,,,,,,,,,"x1237273718445006848","Why are people so reluctant to call loudly for #ReleaseTheRussiaReport?
Might it be that it would bring the whole #Brexit house of cards crashing to the ground?
And they think they are ‘comfy’ where they are and unable to admit their error?",2020-03-10 07:06:56,"Twitter for iPad",301,197,"x745611048493977601","ajmpolite","Ajmpol❄️ #FBPE 🇬🇧🇪🇺 🐟 #TruthSeeker",13261,12983,44730,"Europe (including UK)","Apoplectic, incandescent, fuming, miffed but hopeful patriot. Brit living the European Dream for 40 years - now they want to spoil it. Play guitar 4 our cats.",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Louiseh76/status/1237394017689600001","Louise 36 🇪🇺","East, England","passionate remainer. better in not out.",,FALSE,3860,4944,11,80718,188832,2011-09-03 05:36:54,FALSE,,,,,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/895652651613945856/ZgXgRdUU_normal.jpg"
"x259386259","x1237393967756369920",2020-03-10 15:04:46,"howardjackson09","Why are people so reluctant to call loudly for #ReleaseTheRussiaReport?
Might it be that it would bring the whole #Brexit house of cards crashing to the ground?
And they think they are ‘comfy’ where they are and unable to admit their error?","Twitter for Android",140,,,,FALSE,TRUE,0,197,,,"ReleaseTheRussiaReport Brexit",,,,,,,,,,,,,"x745611048493977601","ajmpolite","en",,,,,,,,,,,,,,,,"x1237273718445006848","Why are people so reluctant to call loudly for #ReleaseTheRussiaReport?
Might it be that it would bring the whole #Brexit house of cards crashing to the ground?
And they think they are ‘comfy’ where they are and unable to admit their error?",2020-03-10 07:06:56,"Twitter for iPad",301,197,"x745611048493977601","ajmpolite","Ajmpol❄️ #FBPE 🇬🇧🇪🇺 🐟 #TruthSeeker",13261,12983,44730,"Europe (including UK)","Apoplectic, incandescent, fuming, miffed but hopeful patriot. Brit living the European Dream for 40 years - now they want to spoil it. Play guitar 4 our cats.",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/howardjackson09/status/1237393967756369920","Howard Jackson","Liverpool","Too earnest a fan of books, movies, LFC, Elvis and the blues. Believes human nature too flawed for unbridled capitalism.","http://t.co/HarFrQbj2f",FALSE,747,1020,17,63394,191,2011-03-01 20:25:28,FALSE,"http://t.co/HarFrQbj2f","http://www.howard-jackson.net",,,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/868615806547972096/If8ENwfe_normal.jpg"
"x2494680012","x1237393937905504256",2020-03-10 15:04:39,"Heraldofcreatio","Why are people so reluctant to call loudly for #ReleaseTheRussiaReport?
Might it be that it would bring the whole #Brexit house of cards crashing to the ground?
And they think they are ‘comfy’ where they are and unable to admit their error?","Twitter Web App",140,,,,FALSE,TRUE,0,197,,,"ReleaseTheRussiaReport Brexit",,,,,,,,,,,,,"x745611048493977601","ajmpolite","en",,,,,,,,,,,,,,,,"x1237273718445006848","Why are people so reluctant to call loudly for #ReleaseTheRussiaReport?
Might it be that it would bring the whole #Brexit house of cards crashing to the ground?
And they think they are ‘comfy’ where they are and unable to admit their error?",2020-03-10 07:06:56,"Twitter for iPad",301,197,"x745611048493977601","ajmpolite","Ajmpol❄️ #FBPE 🇬🇧🇪🇺 🐟 #TruthSeeker",13261,12983,44730,"Europe (including UK)","Apoplectic, incandescent, fuming, miffed but hopeful patriot. Brit living the European Dream for 40 years - now they want to spoil it. Play guitar 4 our cats.",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Heraldofcreatio/status/1237393937905504256","Herald of Creation","Kettering, England","Husband, Father, Christian, Scientist, Doctor Who Fan & Number Lover. Home of #DoctorWhoRankings",,FALSE,832,2659,27,51646,60972,2014-05-14 19:21:47,FALSE,,,,"https://pbs.twimg.com/profile_banners/2494680012/1550612302","http://abs.twimg.com/images/themes/theme19/bg.gif","http://pbs.twimg.com/profile_images/653985101605412864/UfrhGzMF_normal.jpg"
